Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Sleep_Hours,Previous_Scores,Motivation_Level,Tutoring_Sessions,Family_Income,Teacher_Quality,Physical_Activity,Parental_Education_Level,Exam_Score,Extracurricular_Activities_No,Extracurricular_Activities_Yes,School_Type_Private,School_Type_Public,Gender_Female,Gender_Male,Internet_Access_No,Internet_Access_Yes,Peer_Influence_Negative,Peer_Influence_Neutral,Peer_Influence_Positive,Distance_from_Home_Far,Distance_from_Home_Moderate,Distance_from_Home_Near,Learning_Disabilities_No,Learning_Disabilities_Yes
21,64,2,1,7,73,0,2,1,2,2,0,61,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1
25,77,0,2,7,98,1,0,0,2,2,1,70,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0
17,93,2,2,6,87,2,1,1,0,2,1,67,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0
3,96,0,0,10,62,2,3,1,2,4,1,66,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0
28,70,2,2,6,69,2,2,1,1,4,1,66,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1
25,83,1,2,8,88,1,1,2,0,3,0,68,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1
10,91,0,0,10,51,2,0,1,2,3,2,67,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0
16,72,2,0,5,53,2,1,0,0,3,0,65,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0
29,76,2,0,8,93,1,0,2,0,4,0,70,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0
29,81,2,2,7,52,2,1,0,2,4,0,69,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0
26,65,2,2,10,84,2,1,1,0,4,2,68,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0
19,61,2,2,6,66,2,0,0,2,1,1,61,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
20,66,2,0,6,91,1,0,2,0,5,1,65,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0
19,85,0,0,7,92,2,3,2,2,2,0,71,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0
27,63,2,0,6,98,1,0,2,2,3,1,66,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0
15,68,2,0,6,55,2,0,0,2,3,1,62,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0
15,74,1,1,10,71,2,0,1,0,2,2,61,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0
26,63,0,0,7,79,2,1,1,0,2,1,67,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0
20,68,2,0,6,96,2,0,1,0,3,1,66,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0
28,96,1,0,6,63,0,1,0,2,2,1,71,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0
16,61,2,0,8,54,0,0,1,0,3,0,62,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0
20,86,2,2,8,60,1,1,0,2,3,2,67,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1
14,75,2,2,6,75,2,0,1,0,2,1,64,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
20,87,2,1,5,84,2,2,2,2,3,1,68,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0
11,84,2,2,7,85,0,3,2,2,4,0,67,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0
17,69,2,2,7,54,0,1,0,1,2,1,63,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
11,94,0,0,6,88,2,2,2,2,4,1,70,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0
24,80,1,0,9,83,2,1,1,1,1,1,67,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0
24,93,2,0,8,70,1,1,2,0,3,1,71,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0
10,76,2,1,7,79,1,3,2,2,4,1,62,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0
28,99,2,2,6,88,2,3,1,2,4,1,75,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0
35,91,1,2,10,63,1,1,2,2,5,1,72,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
20,99,2,1,5,97,1,4,0,2,3,0,73,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0
16,81,1,2,6,57,0,3,1,1,3,1,64,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0
37,79,2,0,6,95,0,1,0,2,1,1,73,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0
12,90,2,1,7,87,1,2,1,0,2,2,66,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
20,95,1,1,8,83,0,1,2,2,3,1,69,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0
21,99,2,2,5,54,0,1,1,2,4,0,70,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
28,73,2,0,6,96,2,1,2,2,0,2,70,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0
22,92,0,0,8,65,2,0,2,0,2,1,71,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0
17,68,1,0,6,87,0,0,1,2,4,0,64,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1
14,82,2,0,6,94,1,7,2,0,4,2,71,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0
18,67,0,2,7,62,0,1,1,1,2,1,63,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0
14,74,0,0,6,96,1,2,1,0,4,0,68,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
20,97,2,2,7,81,2,3,2,0,3,0,71,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1
17,66,2,2,8,83,2,4,2,0,5,1,65,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0
11,85,0,2,7,96,2,1,1,2,3,1,66,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0
28,84,0,0,9,76,0,0,0,2,3,1,72,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0
17,65,0,0,8,72,1,1,1,2,4,0,65,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0
12,73,1,2,7,82,2,1,1,2,3,1,60,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0
19,83,1,2,7,78,0,2,1,0,4,2,67,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0
20,67,2,0,10,53,0,1,1,2,2,2,65,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0
10,92,0,1,6,59,0,0,1,2,2,1,64,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
22,99,0,0,7,51,2,2,0,0,4,1,72,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1
14,69,0,2,6,55,2,3,1,1,2,1,62,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0
30,67,2,2,8,86,2,0,1,2,4,1,67,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0
23,78,2,2,10,50,2,1,2,2,3,2,67,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1
18,90,2,2,7,65,1,4,2,2,3,0,69,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0
16,71,0,0,7,72,1,1,2,1,4,0,65,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0
19,61,2,0,7,97,1,0,2,0,3,0,62,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1
24,82,0,2,5,66,2,0,2,2,3,2,69,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0
20,98,2,0,7,89,2,1,0,2,3,0,72,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0
19,76,1,0,10,70,1,1,1,2,3,0,63,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0
20,77,0,2,8,55,1,1,2,2,3,0,64,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0
16,99,1,2,9,55,2,1,0,2,3,0,67,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1
18,88,2,2,9,72,0,2,0,0,4,2,70,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0
7,89,0,1,6,53,2,3,1,0,2,1,64,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0
26,83,2,2,10,79,2,1,0,2,2,1,69,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0
22,99,0,0,4,75,1,2,2,2,4,1,72,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0
15,88,2,2,7,85,2,4,2,2,2,2,69,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0
31,96,0,2,4,59,2,3,1,2,5,1,75,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0
21,88,1,2,4,80,1,1,2,2,2,2,67,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1
14,89,2,2,8,59,0,1,1,2,3,0,67,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0
22,72,2,1,9,65,0,0,2,2,3,1,64,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
22,91,2,1,4,81,2,2,1,0,3,1,68,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0
17,72,0,2,7,94,0,1,1,2,5,1,66,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
23,83,0,2,5,74,2,3,1,2,2,2,69,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0
18,70,0,1,7,60,2,1,2,0,3,0,65,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0
23,93,2,1,9,94,0,2,2,1,3,1,70,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
9,64,2,1,10,68,1,0,2,2,3,1,57,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0
17,93,2,2,8,87,1,2,0,0,3,0,69,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0
30,84,0,1,5,66,1,0,2,1,2,2,70,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0
15,67,1,2,5,65,2,4,2,2,2,0,63,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0
16,82,2,2,7,82,2,1,2,1,3,2,66,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0
7,74,0,2,10,69,0,1,0,2,4,1,64,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0
19,63,2,1,6,51,0,2,2,2,4,1,62,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
21,99,0,2,6,65,1,1,2,2,2,0,71,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0
20,61,2,0,5,89,2,1,2,2,2,2,64,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0
19,86,0,0,7,93,0,1,2,0,2,1,72,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
20,75,2,2,7,78,2,0,1,2,2,0,64,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0
26,86,2,1,7,65,2,2,0,0,4,2,71,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0
19,74,2,2,8,76,0,5,2,0,4,0,68,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1
17,87,2,2,8,92,2,3,0,1,2,0,68,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0
18,89,2,2,7,66,2,2,2,2,3,0,68,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0
23,88,2,2,7,69,2,3,1,0,3,1,69,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0
28,65,1,2,7,77,0,1,1,0,3,0,67,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0
16,86,2,1,7,94,1,0,1,2,4,1,66,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0
21,71,2,2,6,79,2,1,1,2,4,2,65,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0
22,61,2,0,5,60,0,0,0,1,2,1,63,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
14,77,0,1,7,54,2,1,2,0,2,1,62,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0
20,77,0,0,6,55,2,1,0,1,1,0,67,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0
11,79,2,2,8,98,2,2,1,2,4,1,65,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0
22,72,1,0,7,88,2,2,2,2,4,1,66,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0
18,73,2,2,8,75,2,0,0,2,1,0,64,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1
21,62,0,2,5,84,2,5,1,2,4,1,67,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0
20,87,2,2,10,56,2,2,2,2,2,0,67,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0
14,83,1,1,4,81,1,1,1,2,4,1,61,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1
20,74,2,2,9,91,2,1,1,2,5,1,66,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
13,88,0,2,7,53,2,2,2,2,4,0,66,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0
28,81,2,1,6,65,2,1,1,2,2,1,67,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0
12,79,0,2,5,56,0,1,1,1,5,1,64,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0
19,80,0,1,6,63,1,1,1,2,3,1,64,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
14,85,1,2,7,89,2,2,2,0,2,0,67,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0
23,86,1,0,7,67,1,2,2,0,3,0,68,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1
18,72,2,1,9,84,2,2,2,2,4,1,64,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
17,66,2,2,7,89,2,0,2,2,3,0,63,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0
25,66,2,0,7,91,2,2,1,0,3,0,68,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
20,86,1,1,8,94,1,2,1,2,2,1,64,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0
23,95,1,2,7,80,0,2,1,2,4,1,70,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0
14,76,1,2,7,64,2,3,2,2,3,0,64,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0
12,67,0,2,7,58,2,0,0,2,2,1,59,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1
21,90,0,2,8,75,2,4,1,0,2,1,71,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
18,93,1,2,6,55,2,3,1,2,5,1,67,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0
24,95,2,1,6,96,0,3,1,2,3,2,73,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0
20,84,1,1,8,72,2,3,0,2,3,1,66,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
21,94,0,0,5,94,2,2,1,0,2,0,73,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0
10,61,0,2,7,85,0,1,2,2,4,1,62,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0
31,64,2,0,6,93,2,1,1,0,3,1,69,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0
19,64,2,0,8,94,2,3,2,0,3,2,66,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1
24,89,2,1,9,53,2,1,1,0,3,1,68,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0
15,63,2,2,6,86,1,4,0,2,5,1,65,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0
22,80,2,2,8,61,0,1,1,2,2,0,67,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0
12,79,2,2,7,99,1,2,2,2,2,1,64,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1
23,72,0,0,6,89,2,0,2,0,3,1,67,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0
18,95,1,1,7,50,1,3,2,2,3,1,66,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0
20,67,0,2,9,96,0,1,0,0,3,1,68,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0
24,74,2,2,7,65,1,3,2,0,2,0,68,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
13,91,2,1,9,71,1,1,1,2,2,0,64,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0
16,61,0,2,7,81,1,2,2,2,1,1,63,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0
23,87,0,2,5,96,2,2,2,2,3,0,72,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0
33,93,0,2,7,96,2,1,1,0,1,2,75,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0
19,97,0,2,5,78,1,2,1,2,3,1,71,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0
24,95,0,2,7,66,1,2,0,0,3,1,71,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0
19,73,2,2,6,64,1,4,2,2,5,0,66,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1
32,83,0,2,10,68,2,3,1,2,4,1,71,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0
10,63,0,2,9,59,1,0,2,0,5,2,61,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0
21,70,2,2,7,83,2,1,2,2,3,1,65,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
10,64,2,1,9,76,1,1,1,2,1,1,58,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0
5,73,0,1,6,89,0,1,2,2,2,1,62,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
22,95,0,1,5,55,2,2,0,0,0,0,69,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1
21,74,2,1,8,70,2,1,2,2,3,2,65,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
18,82,0,2,8,62,0,3,1,2,4,1,69,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0
19,77,0,2,6,77,0,1,1,0,3,0,68,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0
39,78,2,2,6,73,2,0,1,2,2,0,70,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0
18,99,0,2,8,72,2,4,1,2,4,1,72,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0
23,72,1,2,4,66,1,3,1,2,4,2,66,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0
16,85,1,0,8,86,1,2,0,2,4,1,68,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0
22,77,2,2,7,74,0,2,1,1,4,0,67,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0
19,62,0,1,8,60,2,1,1,2,2,0,61,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0
18,80,1,1,8,77,2,1,1,0,2,0,64,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0
31,93,0,2,6,80,2,3,2,2,2,1,74,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
27,64,2,2,5,51,0,1,1,0,3,1,64,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0
21,63,0,1,9,60,2,2,2,2,2,2,64,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0
6,66,0,2,7,62,1,2,1,2,4,2,61,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
18,91,0,0,7,62,2,3,1,2,3,1,71,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0
36,89,0,1,8,62,1,2,1,0,3,0,72,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0
19,83,0,0,6,64,2,0,2,2,5,2,68,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0
27,79,1,0,8,63,0,2,1,2,5,0,69,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
29,96,2,0,8,94,0,2,1,0,4,1,74,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0
21,91,2,0,9,66,1,3,1,2,4,0,70,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0
15,92,0,1,9,67,1,1,0,0,2,2,69,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0
5,93,1,1,7,63,2,2,2,0,3,2,64,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
24,86,1,1,8,98,2,2,0,2,5,2,71,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0
15,78,0,1,7,77,1,0,0,2,3,0,65,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
21,95,0,2,7,81,2,0,2,2,3,1,71,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
18,61,1,2,7,67,2,5,0,0,2,2,66,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0
20,62,2,2,4,98,0,1,0,1,4,1,64,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0
13,71,1,1,9,73,1,1,0,0,3,1,61,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
27,95,2,2,8,57,0,1,2,1,3,1,71,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0
16,76,2,2,7,90,2,0,1,2,3,2,65,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0
10,65,1,0,7,55,2,0,1,0,3,1,59,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0
19,63,2,2,6,78,1,3,2,2,2,0,63,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1
20,66,2,2,6,55,1,1,0,0,3,2,64,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
21,70,1,1,8,73,1,0,0,2,4,0,63,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
28,80,0,0,5,64,2,1,1,2,2,2,70,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
19,88,0,2,5,95,2,1,2,0,3,1,70,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
19,99,0,0,8,53,2,1,2,2,4,0,72,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0
13,78,2,0,7,82,0,0,1,0,2,0,65,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0
25,81,0,2,7,85,0,3,2,2,1,2,71,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
21,81,0,2,7,94,2,3,2,2,1,2,70,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
17,82,2,1,10,94,2,1,0,0,3,1,66,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
9,81,2,2,7,99,2,2,1,2,3,1,64,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0
29,60,1,0,7,63,2,0,1,2,4,2,64,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0
13,60,0,1,10,64,1,1,2,2,4,0,59,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0
16,64,2,0,7,70,2,5,1,1,4,1,65,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0
22,64,0,2,10,77,2,1,1,0,3,1,66,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0
13,88,2,2,4,68,0,1,0,2,2,1,67,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0
11,68,0,2,5,87,2,1,1,2,4,1,62,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1
7,96,0,1,6,50,2,1,0,2,3,0,65,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0
17,99,2,2,10,86,1,1,2,2,2,0,70,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0
38,98,1,2,6,94,2,2,1,1,4,2,75,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0
14,71,0,0,8,89,2,0,2,2,3,2,66,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0
14,80,0,2,10,56,1,1,1,2,3,2,65,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0
17,67,2,2,9,97,2,1,2,1,3,2,64,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0
21,92,0,1,6,76,1,2,1,2,5,0,70,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0
17,96,2,0,8,87,2,0,2,2,5,1,71,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0
24,94,1,2,8,60,1,0,2,2,3,1,68,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
14,77,2,2,6,77,1,1,1,0,2,0,64,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0
12,90,0,0,8,67,1,2,1,1,3,1,67,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0
9,64,2,0,6,99,2,6,1,0,6,1,65,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1
7,62,0,2,7,74,2,3,2,2,3,2,62,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0
17,90,1,0,5,88,1,1,2,2,1,0,68,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0
18,77,0,2,4,80,2,1,2,1,2,0,66,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0
16,100,0,0,7,55,0,1,1,2,2,0,69,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1
27,64,2,2,7,77,0,3,0,2,4,1,68,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
27,94,2,1,5,77,2,0,2,0,2,0,71,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0
18,79,2,0,8,86,2,3,1,1,4,0,68,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0
9,93,0,1,7,66,2,0,1,1,2,0,64,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0
17,93,1,2,8,93,1,0,1,2,3,0,66,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0
16,97,2,1,8,81,0,0,0,0,2,1,70,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0
16,72,1,2,9,52,2,1,2,0,1,0,60,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1
16,98,2,2,8,85,1,0,1,0,2,0,69,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0
16,66,2,2,7,95,1,1,2,2,4,0,65,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0
18,63,0,0,7,84,2,1,2,0,2,1,66,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0
16,77,2,1,10,69,2,1,2,2,3,1,64,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0
21,93,2,0,8,80,2,0,0,0,1,0,71,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0
22,79,0,1,7,59,2,0,2,2,3,0,66,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0
15,93,2,1,7,80,1,0,1,2,3,1,66,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0
28,89,2,2,6,75,2,1,1,1,3,1,68,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0
14,68,0,0,5,51,0,1,0,2,5,1,63,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1
10,98,2,1,10,66,1,1,1,0,2,0,66,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0
22,62,1,2,8,60,1,0,2,0,2,0,61,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0
15,96,2,1,5,70,0,4,1,0,3,0,70,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0
22,72,2,0,7,62,1,5,0,2,2,0,68,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0
6,80,2,2,9,92,1,5,1,2,2,2,65,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
28,77,0,2,6,85,0,0,1,2,1,2,69,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0
